Delta Averaged,Theta Averaged,Alpha Averaged,Beta Averaged,Gamma Averaged,Mean Delta 10sec,Median Delta 10sec,Sum Delta 10sec,STDEV Delta 10sec,Relaxed,Time Averaged,Funny/Happy
0.0227087154,0.296489543,0.19382587,0.278076104,0.208899774,0.03108491168,0.0310613711,4.07212343,0.0148414595,0,226.3229528,1
0.0199689206,0.268417892,0.194360058,0.296232157,0.221020955,0.03093840427,0.0310377032,4.05293096,0.01485584151,0,226.4569126,1
0.0177969507,0.253052867,0.186232628,0.314007229,0.228910307,0.0308028903,0.0309164016,4.035178629,0.01489437566,0,226.5892565,1
0.0161910979,0.242574275,0.173022127,0.33192209,0.236290421,0.03067890774,0.030511598,4.018936914,0.01494820534,0,226.724748,1
0.01505300885,0.234148028,0.156273378,0.349165323,0.245360272,0.03056090325,0.0303020392,4.003478325,0.01501042359,0,226.8525625,1
0.01393810145,0.223437629,0.144940911,0.362115401,0.255567962,0.03044054211,0.0303020392,3.987711016,0.01508038819,0,226.9930701,1
0.0125461035,0.209750642,0.139206085,0.369990252,0.268506926,0.03031379746,0.0303020392,3.971107468,0.01516087935,0,227.1319622,1
0.0113236353,0.195600097,0.136316808,0.369800713,0.286958765,0.03017672386,0.0303020392,3.953150826,0.01525120193,0,227.2696809,1
0.0103696295,0.182718984,0.134065936,0.363446962,0.309398488,0.03001987827,0.0287750806,3.932604054,0.01534887669,0,227.4018506,1
0.01016877885,0.169216038,0.130677203,0.355466059,0.33447192,0.02983894406,0.0287427968,3.908901672,0.01544254544,0,227.539786,1
0.01040713215,0.154283906,0.127397545,0.349845941,0.358065482,0.02963076116,0.028299366,3.881629712,0.01551967414,0,227.6784122,1
0.0109440938,0.140557937,0.1230979895,0.348183228,0.377216746,0.02939473962,0.0282660737,3.85071089,0.01556725002,0,227.8128538,1
0.01214868005,0.134402141,0.1163633373,0.346752532,0.390333304,0.02913603701,0.0281710515,3.816820848,0.01557012486,0,227.9485959,1
0.01415044595,0.136418565,0.1070857504,0.344409116,0.397936128,0.02886407128,0.0278860608,3.781193337,0.01551786368,0,228.0805378,1
0.0169725376,0.139993226,0.0991556716,0.338915351,0.404963212,0.02859691482,0.0273968218,3.746195842,0.01541794794,0,228.20992,1
0.0202490259,0.141538858,0.093857665,0.331147059,0.41320741,0.02835996874,0.0266893024,3.715155905,0.01530462696,0,228.3559864,1
0.0232205582,0.143126293,0.0916797037,0.323030535,0.418942904,0.0281418,0.0263110538,3.6865758,0.01517103032,0,228.4992972,1
0.0248768199,0.147166035,0.0917961555,0.314170402,0.421990589,0.02792524567,0.0260888293,3.658207183,0.0150115712,0,228.633253,1
0.0246773401,0.154003308,0.0932320793,0.302477674,0.42560961,0.02769739452,0.0256571048,3.628358682,0.01483014116,0,228.7636993,1
0.0251083161,0.161237013,0.0955613266,0.288756724,0.429336612,0.02746707349,0.0253666389,3.598186628,0.0146314295,0,228.8984981,1
0.0267326342,0.164819591,0.0967184775,0.27936988,0.432359412,0.02725859645,0.0253666389,3.570876135,0.01444320282,0,229.0393756,1
0.0282876106,0.16646422,0.0947881725,0.273195241,0.437264752,0.02708051732,0.0253666389,3.547547769,0.01428350759,0,229.1719227,1
0.0292686487,0.169739872,0.0939541586,0.27257603,0.434461284,0.02693992303,0.0253666389,3.529129917,0.01416930825,0,229.3111405,1
0.0292544455,0.168635012,0.0958885975,0.27690594,0.429315996,0.02686149793,0.0253666389,3.518856229,0.01412746827,0,229.4456844,1
0.028329392,0.164496444,0.0975976435,0.285760026,0.423816496,0.02679865945,0.0253666389,3.510624388,0.01410227732,0,229.586803,1
0.0271904085,0.162106407,0.0963723254,0.298387361,0.415943498,0.02670970152,0.0253666389,3.4989709,0.0140624099,0,229.7216447,1
0.0264556292,0.162259322,0.0924887388,0.310665091,0.40813123,0.02658712912,0.0253666389,3.482913915,0.0139934168,0,229.8545962,1
0.0260893421,0.161485654,0.0857758129,0.319028665,0.407620526,0.02643000523,0.0253666389,3.462330685,0.01388126336,0,229.998003,1
0.0258266138,0.1565898,0.078457138,0.326198226,0.412928236,0.02623981406,0.0253666389,3.437415642,0.013715292,0,230.1329577,1
0.0249072281,0.152177239,0.0750213914,0.331748093,0.41614606,0.02601333459,0.0251083161,3.407746832,0.01348683554,0,230.2688997,1
0.023132273,0.155371174,0.078067535,0.331111568,0.412317453,0.02574712687,0.0249072281,3.37287362,0.01319144087,0,230.4016216,1
0.0219177252,0.16627845,0.0862690002,0.328346859,0.397187948,0.02545943489,0.0248768199,3.335185971,0.01285399537,0,230.54467,1
0.0219694267,0.183575444,0.0977956246,0.322439419,0.374220091,0.02519607851,0.0246773401,3.300686285,0.01256391962,0,230.6901134,1
0.0226350276,0.201197987,0.1087969194,0.311693177,0.355676914,0.02501515222,0.0232205582,3.276984941,0.01242705754,0,230.8189549,1
0.0235703067,0.213253729,0.1157611246,0.302796622,0.344618213,0.02488783791,0.0232205582,3.260306767,0.01235501723,0,230.9528548,1
0.0246521517,0.216029484,0.1172700274,0.299588497,0.34245986,0.02480824267,0.0232205582,3.24987979,0.01232240043,0,231.0867968,1
0.0254330939,0.21454631,0.1160318705,0.299055933,0.344932779,0.02476527872,0.0232205582,3.244251513,0.01231023615,0,231.2179498,1
0.0250335738,0.218796882,0.1137079686,0.299186216,0.343275348,0.02474132851,0.0232205582,3.241114035,0.0123066106,0,231.3493937,1
0.0237092072,0.231135761,0.112979947,0.296923592,0.335251486,0.02472645906,0.0232205582,3.239166137,0.01230667237,0,231.4830406,1
0.022258616,0.249650589,0.1113702938,0.292403006,0.324317494,0.02472005055,0.0232205582,3.238326622,0.01230774536,0,231.6142034,1
0.0209368911,0.271788489,0.1074923393,0.285189468,0.314592809,0.02471762587,0.0232205582,3.238008989,0.0123084646,0,231.748196,1
0.0195757216,0.292199783,0.1029539744,0.276238834,0.30903168,0.02471490821,0.0232205582,3.237652975,0.01230956869,0,231.8983785,1
0.0179457014,0.298934615,0.1007625395,0.274429292,0.307927828,0.02470921742,0.0232205582,3.236907482,0.01231254687,0,232.0427245,1
0.0156109961,0.282414683,0.1025936236,0.287979013,0.311401665,0.02469379907,0.0232205582,3.234887678,0.01232273941,0,232.1842488,1
0.01307390375,0.257168375,0.1068676395,0.307618946,0.315271147,0.02466283641,0.0232205582,3.230831569,0.01234696268,0,232.3229897,1
0.01310189315,0.236174738,0.1099899299,0.32575927,0.314974153,0.0246337769,0.0232205582,3.227024775,0.01236981168,0,232.4569021,1
0.01384098,0.220861566,0.1092614285,0.340166755,0.315869275,0.02461159153,0.0232205582,3.224118491,0.01238665977,0,232.5981858,1
0.01458025495,0.204950691,0.1075680425,0.35365665,0.319244354,0.024597477,0.0232205582,3.222269487,0.01239710428,0,232.7350417,1
0.0148298041,0.186449192,0.108859765,0.364555549,0.325305712,0.02459117024,0.0232205582,3.221443302,0.01240189728,0,232.8708781,1
0.01443528,0.171832048,0.1107188244,0.369550777,0.333463066,0.02459048609,0.0232205582,3.221353678,0.01240245932,0,233.0031272,1
0.01346274855,0.16526907,0.1128744176,0.367541346,0.340852409,0.02458921362,0.0232205582,3.221186984,0.01240360105,0,233.1354651,1
0.01212267125,0.163987703,0.1172016075,0.362221829,0.344466174,0.02458180748,0.0232205582,3.220216779,0.01241080583,0,233.2661175,1
0.0109939876,0.164857259,0.1195540969,0.358089988,0.346504652,0.02456883695,0.0232205582,3.218517641,0.01242420691,0,233.40046,1
0.0106023312,0.166138414,0.1176346282,0.354846543,0.350778095,0.02455681787,0.0232205582,3.216943141,0.012437042,0,233.5353991,1
0.0110192852,0.164103028,0.1121125329,0.355122495,0.357642647,0.02455426422,0.0232205582,3.216608613,0.01243980782,0,233.6690524,1
0.01198250005,0.154277898,0.1055212549,0.36141776,0.366800597,0.02456569257,0.0232205582,3.218105727,0.012427465,0,233.8164784,1
0.01291955465,0.14321976,0.101075409,0.364386791,0.378398482,0.02458966887,0.0232205582,3.221246622,0.01240172014,0,233.9611911,1
0.013496132,0.140183116,0.098787697,0.35808744,0.389445609,0.02462388544,0.0232205582,3.225728992,0.01236454311,0,234.1073367,1
0.01437135725,0.140884038,0.0956305922,0.353242389,0.395871631,0.02467050914,0.0232205582,3.231836697,0.01231378925,0,234.2393401,1
0.0161534368,0.146336243,0.0901876045,0.352430262,0.394892452,0.02473246014,0.0232205582,3.239952279,0.01224971438,0,234.3735754,1
0.0189068941,0.154248949,0.0871698139,0.351268648,0.388405695,0.02481403149,0.0232205582,3.250638126,0.01217426483,0,234.523273,1
0.022445209,0.160988569,0.0850050014,0.35040594,0.381155273,0.02491917483,0.0232205582,3.264411902,0.01209298389,0,234.6665854,1
0.0263507092,0.165388644,0.0829213872,0.346984919,0.378354342,0.02504792502,0.0235703067,3.281278178,0.01201693684,0,234.8180804,1
0.0303007066,0.164238247,0.0825378535,0.342669441,0.380253752,0.02519959873,0.0237092072,3.301147433,0.01195627193,0,234.9521394,1
0.034086909,0.152979683,0.0852663064,0.341925872,0.385741226,0.02537565304,0.0246521517,3.324210548,0.01191566115,0,235.0952259,1
0.037344375,0.142713904,0.0886372577,0.340724083,0.390580392,0.02557482052,0.0246773401,3.350301488,0.0118958313,0,235.2496885,1
0.0396235444,0.140119205,0.0892178203,0.336004904,0.395034546,0.02578802767,0.0248768199,3.378231625,0.01189541683,0,235.3840554,1
0.0416770155,0.141841172,0.0904570408,0.325571317,0.400453457,0.02601362507,0.0249072281,3.407784884,0.01191450405,0,235.5171056,1
0.045868712,0.149150396,0.0989220429,0.312031587,0.394027258,0.02627155959,0.0250335738,3.441574307,0.01197611283,0,235.6522787,1
0.0525792845,0.166229786,0.1161938484,0.296551839,0.368445236,0.02659094666,0.0251083161,3.483414013,0.01211579931,0,235.7880463,1
0.061096585,0.188454191,0.138109824,0.277008877,0.335330516,0.02697370452,0.0253666389,3.533555292,0.01240657733,0,235.9194969,1
0.0701766131,0.212269648,0.160341218,0.253133112,0.304079431,0.02741187075,0.0254330939,3.590955068,0.01290491872,0,236.0554511,1
0.0786197591,0.233805878,0.178720513,0.229769713,0.279084129,0.0278946354,0.0258266138,3.654197238,0.01361466781,0,236.1890783,1
0.0856430655,0.25166233,0.189658927,0.210396232,0.262639437,0.02840745494,0.0260888293,3.721376597,0.01449354796,0,236.3265072,1
0.0893108703,0.264748067,0.186787244,0.199298132,0.259855693,0.0289224186,0.0260893421,3.788836837,0.01542716777,0,236.468965,1
0.083558322,0.270738275,0.169337558,0.203591634,0.272774199,0.02936662992,0.0263110538,3.84702852,0.01614507896,0,236.596105,1
0.0703917311,0.270983132,0.154446114,0.218118489,0.286060538,0.02968794568,0.0263110538,3.889120885,0.01653775625,0,236.7310318,1
0.062627516,0.271096943,0.140535619,0.234550027,0.291189881,0.02995314763,0.0263110538,3.92386234,0.01678534494,0,236.8669821,1
0.0598100143,0.269964226,0.1277758903,0.250005602,0.292444258,0.03020057658,0.0263110538,3.956275532,0.01698508222,0,236.9991131,1
0.0599224919,0.272533255,0.1158026314,0.259531388,0.292210242,0.03043858952,0.0263110538,3.987455228,0.01718181917,0,237.14145,1
0.062339107,0.271425821,0.1069889294,0.262203873,0.297042257,0.03069480346,0.0263110538,4.021019254,0.01740561679,0,237.2887691,1
0.0664275164,0.262809806,0.0979453878,0.263857391,0.308959902,0.03098611219,0.0263110538,4.059180697,0.01768180851,0,237.4342869,1
0.0714008485,0.248027842,0.0893243752,0.269677722,0.321569198,0.03129984356,0.0263110538,4.100279506,0.01803074612,0,237.5750058,1
0.076072093,0.226611923,0.0820202141,0.278793198,0.336502595,0.0316206746,0.0263110538,4.142308373,0.01844900638,0,237.712445,1
0.0788535955,0.204062073,0.0772681896,0.285372159,0.354443997,0.03192436136,0.0263110538,4.182091339,0.01889463175,0,237.8529696,1
0.0777072496,0.191170957,0.074859877,0.288468808,0.367793111,0.03217444832,0.0263110538,4.21485273,0.01928116746,0,237.9943837,1
0.0701875143,0.183810166,0.0739538707,0.294464617,0.377583838,0.03232752127,0.0263110538,4.234905287,0.01950317296,0,238.1375036,1
0.0562747681,0.18055022,0.074012112,0.30081012,0.388352778,0.0323530055,0.0263110538,4.238243721,0.01953246816,0,238.2797229,1
0.046031125,0.181713884,0.074226303,0.303859855,0.394168832,0.03230274627,0.0263110538,4.231659761,0.01948835132,0,238.4262374,1
0.0415982354,0.189454026,0.0756935375,0.304310839,0.38894337,0.03224598105,0.0263110538,4.224223517,0.01945003301,0,238.5660884,1
0.0388875434,0.199433867,0.0781100909,0.30709512,0.376473378,0.03221163545,0.0263110538,4.219724244,0.0194341748,0,238.6936776,1
0.0375033872,0.205517509,0.081466714,0.312432198,0.363080195,0.03221373865,0.0263110538,4.219999763,0.01943473674,0,238.8271752,1
0.0377693736,0.213370425,0.0914255512,0.314685323,0.342749322,0.03226331406,0.0263110538,4.226494142,0.01944060597,0,238.9647065,1
0.0402141537,0.240437486,0.1070547074,0.304522061,0.307771582,0.03237114097,0.0263507092,4.240619466,0.01944526823,0,239.1021415,1
0.044254219,0.280532706,0.124802643,0.282821692,0.267588761,0.03255146079,0.0264556292,4.264241363,0.01944509975,0,239.2472528,1
0.0491429917,0.327499829,0.141852513,0.254281924,0.227222735,0.03280136909,0.0266893024,4.296979351,0.01944636349,0,239.3858838,1
0.0541142817,0.374884686,0.15497187,0.226042597,0.189986593,0.03310479579,0.0267326342,4.336728248,0.01946658493,0,239.522228,1
0.058818617,0.41746938,0.161912555,0.20147477,0.160324671,0.0334547935,0.0271904085,4.382577948,0.01951388665,0,239.657159,1
0.0628212528,0.449293337,0.162368443,0.184952901,0.140564083,0.03384244671,0.0282876106,4.433360519,0.01958943661,0,239.7798368,1
0.0646134136,0.457971417,0.1597025,0.182545643,0.135167053,0.03423985317,0.028329392,4.485420766,0.01968207177,0,239.9256395,1
0.0619106691,0.437844656,0.158449517,0.195499832,0.146295299,0.03460225033,0.0292544455,4.532894793,0.01975157556,0,240.0763892,1
0.0546428603,0.406272281,0.158118944,0.216893443,0.164072453,0.03488593645,0.0292686487,4.570057675,0.01977063227,0,240.2149616,1
0.0475572932,0.374355104,0.160921024,0.238698768,0.178467796,0.0350842215,0.0303007066,4.596033016,0.01976643305,0,240.3568821,1
0.0420931036,0.34534592,0.16600049,0.258461851,0.188098639,0.03520469516,0.0310377032,4.611815066,0.01976064435,0,240.490422,1
0.0372916629,0.321309631,0.171712272,0.274938615,0.194747825,0.03525100265,0.0310377032,4.617881347,0.0197583552,0,240.6166849,1
0.0336304552,0.297249131,0.178815769,0.289245505,0.201059149,0.03523240173,0.0310377032,4.615444627,0.01975872791,0,240.7404588,1
0.0319089666,0.281140154,0.184015863,0.296614909,0.206320101,0.03516699388,0.0310377032,4.606876198,0.01975541358,0,240.8658282,1
0.03222393,0.281690843,0.186258057,0.291765948,0.208061227,0.03508178579,0.0310377032,4.595713939,0.01974375907,0,241.0009602,1
0.0339810767,0.291619766,0.188348776,0.277734319,0.208316072,0.0350132142,0.0310377032,4.58673106,0.01973176859,0,241.1310216,1
0.0366441995,0.302526831,0.1894897,0.25970593,0.211633352,0.03499606159,0.0310377032,4.584484069,0.01972934807,0,241.2614769,1
0.0399408917,0.310319707,0.187553873,0.242982091,0.219203421,0.0350380589,0.0310377032,4.589985716,0.01973400872,0,241.3976534,1
0.0437465708,0.312140304,0.181402839,0.232304828,0.230405445,0.03511366702,0.0310377032,4.59989038,0.01974835953,0,241.5400244,1
0.0478036425,0.302871496,0.173826462,0.231228067,0.244270344,0.03520878232,0.0310377032,4.612350483,0.01977945691,0,241.6830972,1
0.0515796474,0.288625516,0.17261682,0.233946964,0.253231066,0.03531408409,0.0310377032,4.626145015,0.01982993351,0,241.8175378,1
0.0551294256,0.283457767,0.178205645,0.233102257,0.250104917,0.03543075547,0.0310377032,4.641428966,0.01990163218,0,241.9501873,1
0.0589762561,0.283994462,0.190183459,0.22730296,0.239542841,0.03558079926,0.0310377032,4.661084703,0.02000501021,0,242.0876245,1
0.0629090923,0.293027519,0.202432237,0.216142822,0.22548833,0.03579888046,0.0310377032,4.68965334,0.02014660178,0,242.2265512,1
0.0671118934,0.304765249,0.209804698,0.203888295,0.214429857,0.03607425596,0.0319089666,4.72572753,0.02032675865,0,242.36677,1
0.071838443,0.313298996,0.208500166,0.195692312,0.210670087,0.0363785469,0.0319089666,4.765589644,0.02056194761,0,242.5039689,1
0.0767300734,0.314722567,0.19633109,0.195721922,0.21649436,0.03669992823,0.0319089666,4.807690598,0.02086123279,0,242.6324877,1
0.0793934648,0.308948948,0.180487166,0.20525562,0.225914776,0.03701612961,0.0319089666,4.849112979,0.02119195398,0,242.7661628,1
0.0789230551,0.296910285,0.17227666,0.219760259,0.232129718,0.03730143066,0.0319089666,4.886487417,0.02150274451,0,242.9122875,1
0.0765068136,0.295355649,0.169397955,0.229276585,0.229463013,0.03753965937,0.0319089666,4.917695377,0.02176332685,0,243.056076,1
0.0731707586,0.30236713,0.168462621,0.23044466,0.225554846,0.03771973035,0.0319089666,4.941284675,0.02196042488,0,243.2046966,1
0.0695264369,0.311289459,0.166948056,0.224994794,0.227241241,0.03783623653,0.0319089666,4.956546985,0.02208898182,0,243.3379447,1
0.0648078323,0.313628892,0.16312311,0.222493039,0.235947123,0.03789929664,0.0319089666,4.96480786,0.02215450298,0,243.4695934,1
0.0578766743,0.308004736,0.158324138,0.225707182,0.250087273,0.03792499747,0.0319089666,4.968174669,0.02217586324,0,243.6068255,1
0.0482010307,0.296818301,0.153091948,0.234645802,0.267242917,0.03791267973,0.0319089666,4.966561045,0.02216965552,0,243.7378711,1
0.0389762878,0.288940496,0.143106233,0.247149974,0.281826998,0.037890236,0.0319089666,4.963620915,0.0221670592,0,243.8701199,1
0.0346643707,0.281176978,0.1298468924,0.260829422,0.293482359,0.03791058375,0.0319089666,4.966286472,0.02216283269,0,243.9994218,1
0.033266489,0.264088154,0.1185940694,0.277983506,0.306067775,0.03796079128,0.03222393,4.972863658,0.02214465904,0,244.143068,1
0.0320557208,0.237303599,0.1116321367,0.301847734,0.317160798,0.03803214247,0.03222393,4.982210664,0.02211016947,0,244.2868017,1
0.0296918519,0.211215858,0.109349806,0.326159047,0.32358342,0.03810636332,0.03222393,4.991933595,0.02206534109,0,244.4201721,1
0.0272428884,0.189235164,0.109205327,0.349219038,0.325097579,0.03817846971,0.03222393,5.001379533,0.02201383617,0,244.5495571,1
0.0248952014,0.171426667,0.1086529259,0.370483734,0.324541494,0.03824491325,0.03222393,5.010083636,0.0219600319,0,244.6888536,1
0.0223100683,0.155625218,0.1067334471,0.388542241,0.326789034,0.03830031065,0.03222393,5.017340696,0.02191017378,0,244.8242907,1
0.0187855809,0.140157325,0.1044721555,0.404874384,0.331710544,0.03833731431,0.03222393,5.022188175,0.02187277392,0,244.9609278,1
0.0158956045,0.129095453,0.1035446695,0.415542032,0.335922234,0.03836288302,0.03222393,5.025537676,0.02184433199,0,245.0950718,1
0.0149483189,0.123701553,0.1036803366,0.418718992,0.338950782,0.03839055236,0.03222393,5.02916236,0.02181209082,0,245.2320085,1
0.01479914035,0.1205777515,0.1035918445,0.420602746,0.340428502,0.03842436542,0.03222393,5.03359187,0.02177171464,0,245.3647439,1
0.01476251905,0.1199640261,0.1076822634,0.416441594,0.341149604,0.03845943214,0.03222393,5.038185611,0.02172951313,0,245.5058672,1
0.0148751275,0.1227752886,0.1138556611,0.40332349,0.345170439,0.03849353898,0.03222393,5.042653606,0.0216886113,0,245.6373267,1
0.01508652385,0.1250534041,0.1187224181,0.386378439,0.354759208,0.03852516058,0.03222393,5.046796036,0.02165112313,0,245.7828368,1
0.0148360548,0.1210997835,0.121620123,0.374631011,0.367813043,0.03854567489,0.03222393,5.049483411,0.02162719925,0,245.9199463,1
0.01355215535,0.1120664334,0.1230372027,0.367859832,0.383484357,0.03854110779,0.03222393,5.04888512,0.02163245305,0,246.0522254,1
0.01159091925,0.10594099,0.1216475066,0.358873726,0.401946852,0.03850002673,0.03222393,5.043503502,0.02167878821,0,246.187866,1
0.01154309845,0.1017470115,0.1166977405,0.348535051,0.421477081,0.03843356927,0.03222393,5.034797574,0.02174840047,0,246.3225206,1
0.0122451954,0.0983510664,0.1125165285,0.342523028,0.434364209,0.03834978787,0.03222393,5.023822212,0.02182844927,0,246.4512741,1
0.01338866565,0.098547364,0.1099670614,0.338580668,0.439516236,0.03826209204,0.03222393,5.012334057,0.02190593263,0,246.5873003,1
0.0150012503,0.1022667921,0.1076564049,0.335838101,0.439237467,0.03818822876,0.03222393,5.002657968,0.02196831486,0,246.7221388,1
0.01689363,0.1092168571,0.106293418,0.331801935,0.435794166,0.03812552123,0.03222393,4.994443281,0.02201760698,0,246.8564748,1
0.0186205782,0.117757751,0.107484895,0.326693,0.42944379,0.03806359714,0.03222393,4.986331225,0.02206125996,0,246.9937085,1
0.0198430213,0.1239967075,0.1115332494,0.320731736,0.423895284,0.03799913463,0.03222393,4.977886636,0.0221023441,0,247.1339009,1
0.0208727567,0.131009518,0.1172141373,0.316587672,0.414315906,0.03793504385,0.03222393,4.969490744,0.0221399957,0,247.283711,1
0.0218031693,0.138099347,0.1208528174,0.313736565,0.405508117,0.03787816388,0.03222393,4.962039468,0.02217201702,0,247.4171811,1
0.0223325684,0.141719082,0.1239390414,0.311831737,0.40017757,0.0378323866,0.03222393,4.956042644,0.02219805882,0,247.5606445,1
0.021947513,0.136701235,0.129178501,0.311260996,0.400911739,0.0377923645,0.03222393,4.950799749,0.02222210675,0,247.6927871,1
0.020403568,0.1222551031,0.136173995,0.313031219,0.408136133,0.03774616555,0.03222393,4.944747688,0.02225212743,0,247.82843,1
0.0180548319,0.1073522611,0.14074222,0.318116263,0.41573442,0.03768483342,0.03222393,4.936713177,0.02229553372,0,247.9650621,1
0.0150261986,0.097059645,0.138340212,0.330912879,0.418661074,0.0376023875,0.03222393,4.925912762,0.02235959835,0,248.1027004,1
0.0136350229,0.0919804824,0.131908601,0.347339661,0.415136237,0.03751634013,0.03222393,4.914640557,0.02243040699,0,248.2405313,1
0.01267979995,0.092096455,0.123212773,0.36318331,0.408827667,0.03743655026,0.03222393,4.904188084,0.02250044938,0,248.368979,1
0.0119828817,0.0957906955,0.1130492255,0.375090225,0.404086977,0.03736071176,0.03222393,4.89425324,0.02256979444,0,248.4975185,1
0.0118923838,0.1009098965,0.1003371307,0.382098817,0.404761788,0.03728378777,0.03222393,4.884176198,0.02263971997,0,248.6227547,1
0.01270196495,0.1061215936,0.0884692515,0.383202207,0.409504966,0.03720796286,0.03222393,4.874243135,0.02270569673,0,248.7552462,1
0.0144203866,0.11035588,0.0809704294,0.378691627,0.415561661,0.03713811614,0.03222393,4.865093215,0.0227619749,0,248.8889048,1
0.016791604,0.1121779818,0.0763334872,0.372500771,0.422196166,0.03707811196,0.03222393,4.857232667,0.02280546236,0,249.0262099,1
0.0194360594,0.1134192211,0.0737195746,0.363725449,0.429699677,0.03703233307,0.03222393,4.851235633,0.02283501795,0,249.1710284,1
0.0215568084,0.1177066173,0.072313808,0.350382471,0.438040291,0.03700579288,0.03222393,4.847758867,0.02285108568,0,249.302258,1
0.0222574733,0.1228977188,0.0714362208,0.33693807,0.446470498,0.03699471094,0.03222393,4.846307133,0.02285793463,0,249.4354016,1
0.0209601558,0.124610851,0.0728015275,0.328526635,0.453100834,0.03698479903,0.03222393,4.845008673,0.02286465435,0,249.5746447,1
0.0194812098,0.1261863734,0.0768481479,0.323136674,0.4543476,0.03697368696,0.03222393,4.843552992,0.02287286577,0,249.7041797,1
0.0192070255,0.131047553,0.0822444726,0.317838164,0.449662776,0.03697087249,0.03222393,4.843184296,0.02287504562,0,249.8376261,1
0.0197476107,0.137438283,0.0881502395,0.314044226,0.440619652,0.03698462752,0.03222393,4.844986205,0.02286405667,0,249.9776464,1
0.0205960664,0.144591942,0.0926043541,0.310354175,0.431853459,0.03702268149,0.03222393,4.849971275,0.02283233613,0,250.126949,1
0.0211387045,0.151418377,0.0943556442,0.307857402,0.425229876,0.03708424486,0.03222393,4.858036076,0.02277807393,0,250.2697426,1
0.0216678347,0.157472329,0.0924228831,0.306030971,0.422405977,0.03714963372,0.03222393,4.866602018,0.02272092176,0,250.4022092,1
0.0224447731,0.159703436,0.0869579086,0.306725123,0.424168768,0.03721531153,0.03222393,4.875205811,0.0226653941,0,250.5497521,1
0.0228821988,0.156300622,0.0820518969,0.310550789,0.428214484,0.03727868515,0.03222393,4.883507755,0.02261316463,1,250.6903898,0
0.0221708764,0.153208366,0.0796932116,0.312955413,0.431972119,0.03733472387,0.03222393,4.890848827,0.02256615235,1,250.8272256,0
0.0209776595,0.153485147,0.0807948295,0.30742492,0.437317437,0.0373846657,0.03222393,4.897391206,0.02252227998,1,250.9577787,0
0.0204782406,0.157503676,0.0853313376,0.292915168,0.443771577,0.03743821907,0.03222393,4.904406698,0.02247324833,1,251.0904258,0
0.0207714043,0.165173719,0.0916063966,0.278619699,0.443828791,0.03750423994,0.03222393,4.913055431,0.02241092291,1,251.2280638,0
0.0216644274,0.176599614,0.0988946666,0.266388282,0.436453003,0.03758569367,0.03222393,4.923725871,0.02233308473,1,251.3651886,0
0.0229757118,0.190688944,0.1059495371,0.258516617,0.421869189,0.03768014696,0.03222393,4.936099252,0.02224407416,1,251.5039174,0
0.0246928433,0.206140637,0.1118478981,0.257017894,0.400300707,0.03778452527,0.03222393,4.94977281,0.02214988972,1,251.6435137,0
0.0266571423,0.219435243,0.1162913549,0.262773796,0.374842463,0.03789654544,0.03222393,4.964447452,0.02205530115,1,251.7818295,0
0.0280755333,0.220937686,0.1206933086,0.27543024,0.354863219,0.03801223993,0.03222393,4.979603431,0.0219628303,1,251.9208698,0
0.0279363349,0.210374012,0.1255068517,0.29114441,0.345038379,0.03812247049,0.03222393,4.994043634,0.02187489982,1,252.0676443,0
0.026366116,0.20104394,0.130502344,0.30603945,0.336048138,0.03821403353,0.03222393,5.006038393,0.02179969296,1,252.2178547,0
0.0258412507,0.199538285,0.13254311,0.31673229,0.32534506,0.03828798631,0.03222393,5.015726206,0.02174063177,1,252.3612692,0
0.0275450594,0.199138154,0.133469423,0.322853402,0.316993954,0.0383539265,0.03222393,5.024364372,0.02169444686,1,252.4953143,0
0.0314499013,0.200276889,0.13396865,0.323306469,0.310998096,0.03842266461,0.03222393,5.033369064,0.02165788762,1,252.6342435,0
0.0369021749,0.204738496,0.134963735,0.316742368,0.306653225,0.03850321015,0.033266489,5.04392053,0.021632252,1,252.7663876,0
0.043186856,0.208161589,0.137550946,0.306913258,0.304187348,0.0386015777,0.0336304552,5.056806679,0.02162396291,1,252.9075132,0
0.0493828329,0.209271033,0.143007122,0.298211809,0.3001272,0.03871834048,0.0336304552,5.072102603,0.02164068774,1,253.0490395,0
0.0543992915,0.211416421,0.150445456,0.291725317,0.292013508,0.03884853068,0.0336304552,5.08915752,0.02168361693,1,253.1814786,0
0.0576536629,0.214844833,0.157595518,0.289870464,0.280035517,0.03898616518,0.0336304552,5.107187638,0.02174570734,1,253.3144566,0
0.0589461062,0.219187073,0.162696845,0.293107303,0.266062672,0.0391179903,0.0336304552,5.124456729,0.02181438031,1,253.4526611,0
0.0563030045,0.224171119,0.16097138,0.298685253,0.259869279,0.03919764138,0.0336304552,5.134891021,0.02185822427,1,253.5857127,0
0.0527681527,0.229992511,0.154867894,0.300629996,0.261741449,0.03919908313,0.0336304552,5.135079889,0.0218591199,1,253.7201604,0
0.0542572348,0.245775223,0.157776997,0.287281757,0.254908798,0.03914687435,0.0336304552,5.128240539,0.0218145393,1,253.8529082,0
0.0588075393,0.275570393,0.1646307,0.263978738,0.237012611,0.03906008752,0.0336304552,5.116871465,0.02171251795,1,253.9806681,0
0.0654246475,0.315872693,0.172496744,0.235704592,0.210501293,0.03895936148,0.0336304552,5.103676354,0.02155764008,1,254.1138084,0
