0_Der_avg,Blink_Averaged,Time_Average,1_Der_avg,3_Der_avg
319.3384716,0,4.2742,281.680006,49.25467283
2197.735301,1,4.3248,2053.004943,345.3450831
1425.927367,1,4.373,1442.944185,358.876172
-1623.259723,0,4.4242,-1497.060066,-72.29814036
-1656.078241,0,4.4748,-1645.913525,-292.4372169
-653.0210182,0,4.523,-654.8027561,-149.555766
-127.4901486,0,4.5742,-133.3869678,-105.075387
146.3422493,0,4.6248,122.2745642,-62.24644679
318.9997319,0,4.673,267.7614343,100.8923582
254.7542019,0,4.7242,142.748461,90.79094927
108.8257044,0,4.7748,3.901061945,37.7181035
-9.24684704,0,4.823,-9.203619765,16.00573822
-15.82026888,0,4.8742,6.84761078,-79.79169335
46.18476281,0,4.9248,-2.78016987,-142.7285104
89.17242372,0,4.973,-11.78931162,-104.8315518
28.74912029,0,5.0241,11.06987209,58.06359054
-23.75242307,0,5.0736,37.48918896,113.8832597
51.71500624,0,5.1245,27.64701071,19.30046169
13.04856223,0,5.1755,-31.10027809,-3.612858546
-52.01714846,0,5.2264,-2.280444576,25.7666217
31.20803799,0,5.2745,58.76971923,54.13039759
-4.78174321,0,5.3241,-8.60082841,24.92755899
-94.55736342,0,5.3774,-49.88203135,-13.39484455
-130.0385834,0,5.4245,-64.05390875,-15.68100037
-54.61048347,0,5.4739,-39.5328478,5.186383751
31.01476196,0,5.5268,23.50846724,7.612826642
-23.63433961,0,5.5745,31.31273205,37.94034977
-47.85791574,0,5.6239,-32.64996503,16.58913534
-38.4567849,0,5.6736,-109.4466878,-65.56561184
-75.96549294,0,5.7245,-137.0709738,-119.0911288
-63.27338789,0,5.7777,-95.56379114,-69.02083749
20.76337224,0,5.8236,7.17946163,0.551519169
28.3697821,0,5.8745,73.69791876,20.65921395
-125.3248394,0,5.9239,-48.6175269,-2.21276664
-73.6419143,0,5.9736,-57.24807346,-11.58144073
46.8458917,0,6.023,39.78315418,14.83593505
-24.81298056,0,6.0742,-23.60984969,-37.80879979
-15.88068633,0,6.1248,38.98534683,50.80608294
79.54664973,0,6.173,82.47437622,69.77294914
541.765172,0,6.2242,478.3817369,129.5378148
1918.18118,1,6.2748,1890.178074,422.2417938
486.8561655,0,6.3268,552.3738147,131.2276299
-1943.125885,0,6.3742,-1816.707322,-318.5238674
-1314.192593,0,6.4248,-1282.573513,-239.4685474
-440.8212771,0,6.4802,-466.7069764,-259.5509642
-23.9281078,0,6.5214,-91.79837406,-170.297758
200.5129874,0,6.5748,156.1307308,35.6467176
191.9979803,0,6.623,217.1592889,31.91895455
56.44851443,0,6.6742,110.1978369,59.91856565
-183.4077646,0,6.7248,-79.37386905,22.05223558
-70.56372045,0,6.773,-49.475202,-46.54770702
103.1691189,0,6.8242,8.891458872,-53.13618642
160.0881052,0,6.8798,117.5354019,42.0683075
131.2190912,0,6.9226,100.2498338,92.44991505
-6.759748525,0,6.9742,-44.81713141,26.38541606
45.21398884,0,7.0287,40.39481618,91.75374506
-66.72418608,0,7.0721,-89.96709304,99.61623863
-124.4054209,0,7.1239,-173.8052909,-63.34868835
-14.41459925,0,7.1736,-25.38268813,-15.88779182
-18.0765608,0,7.2245,23.79231022,-8.608290826
42.085966,0,7.2739,59.20951545,-77.74114287
42.34840105,0,7.3236,19.18647832,-58.80587758
-33.79742644,0,7.3745,-104.8571222,-62.17590784
-1.033920111,0,7.4271,20.38296241,-15.60099906
75.52254368,0,7.4736,136.0336308,60.97241369
84.76318459,0,7.5245,11.50305696,15.91883711
269.0028344,0,7.5774,138.8548886,-8.293974429
214.6449469,0,7.6239,193.1967218,16.65278189
-4.119679885,0,7.6745,52.33886693,-40.53705999
71.63968909,0,7.7255,126.1303815,40.8053623
87.47428244,0,7.7764,98.83814481,85.52790296
-24.2106234,0,7.8245,-67.27042155,29.82129691
-110.1886305,0,7.8739,-123.148607,18.32215867
-85.70443053,0,7.9274,-51.22177382,32.87159892
-129.8153928,0,7.9782,-50.0945393,9.374536519
267.553177,0,8.0228,256.59704,166.994034
2279.594869,1,8.0748,2234.476158,438.9474066
1569.510238,1,8.123,1580.459635,289.5268145
-1562.4597,0,8.1742,-1488.096062,-213.4125179
-2071.545364,0,8.2248,-1982.467802,-515.1522059
-1196.478555,0,8.273,-1204.916203,-354.3283794
-362.865938,0,8.3242,-421.1343893,-134.1847999
-33.29541264,0,8.3748,-66.37037484,-120.1368874
71.31289846,0,8.423,75.33067464,-15.45127691
142.3967767,0,8.4742,169.0879794,77.33634773
245.3843673,0,8.5284,222.430079,101.7020509
246.4581721,0,8.5732,219.7385486,127.62754
193.1262775,0,8.6286,165.9829202,56.7069252
109.3648082,0,8.6748,96.7707247,-40.43969486
-83.86318315,0,8.723,-24.48201339,-58.39396239
-62.58005596,0,8.778,-91.38142871,18.39855645
4.10052346,0,8.8248,-137.1311788,-1.407864977
30.72172163,0,8.873,-13.02095837,33.754204
234.6793557,0,8.9242,279.4279716,171.5723563
825.1258393,1,8.9748,776.9632088,167.0084432
1765.532929,1,9.0232,1602.859911,263.3297873
685.4438746,0,9.0739,737.8706417,176.6602432
-1589.801049,0,9.1236,-1424.861249,-174.2649234
-1826.444818,0,9.1745,-1744.613761,-434.0696083
-787.5094347,0,9.2255,-718.8378281,-308.9409345
-119.1509463,0,9.2764,-46.94349119,-83.83530295
55.16066499,0,9.3245,136.6413869,-46.23967283
102.0967002,0,9.3739,104.6222084,8.456935907
96.07691609,0,9.4236,97.91476648,52.14350618
85.2330296,0,9.4745,107.329218,53.85774437
66.70823624,0,9.5239,63.18774122,7.598755285
33.33446701,0,9.5736,29.838822,-2.394335805
93.97248822,0,9.6259,73.88755972,48.87587177
138.0327336,0,9.6757,106.5884141,118.8989042
45.72108722,0,9.7236,82.25056374,143.2043949
-26.08700833,0,9.7745,-19.16884106,-32.65268203
-21.14200493,0,9.8239,-45.46781694,-120.1780081
124.0817618,0,9.8736,103.3888532,47.1404696
69.30152985,0,9.9245,28.54392722,11.45018823
-66.984656,0,9.9739,-63.25522613,-39.5373155
-27.83384673,0,10.0237,2.727103536,51.91070979
-22.06292368,0,10.0729,-69.30219988,-36.56784666
9.229095225,0,10.1242,-39.95818007,-177.0062981
95.09833707,0,10.1748,98.00830851,-75.35290787
95.50481537,0,10.2262,76.99354937,25.00799558
51.06141901,0,10.2742,30.79320529,7.802089221
-57.04143736,0,10.3248,-19.93792412,106.7747772
-46.23356275,0,10.373,-32.65250636,51.8161066
-13.83777757,0,10.4242,34.51829325,-59.02746507
11.40346153,0,10.4748,51.38872493,34.81078518
96.9056141,0,10.523,94.94450394,96.20490064
175.7771328,0,10.5742,180.5388521,51.98524194
74.77857265,0,10.6248,66.82889176,-10.60710683
-220.5402301,0,10.673,-210.0087299,-48.77591323
-215.9493956,0,10.7242,-188.9204082,-76.32908307
19.5969859,0,10.7748,48.94359138,14.30344841
137.9474069,0,10.823,90.4922125,34.2089768
114.3629337,0,10.8742,52.06245187,-13.70808573
121.1731501,0,10.9298,104.3896201,122.305143
25.09033199,0,10.9726,0.454481182,59.81313528
-141.291295,0,11.0242,-165.7180871,-96.83882909
-121.1334446,0,11.0735,-122.5829966,-84.07972752
57.99193552,0,11.1245,10.82264261,-71.99598603
14.0519312,0,11.1739,-1.634801233,-62.55234648
-43.41251327,0,11.2253,-21.38465953,-29.12218754
105.0184725,0,11.2766,79.32143763,113.9913654
51.86117071,0,11.3239,47.64787626,97.65186774
-60.25936027,0,11.3736,-35.07062424,-53.43104464
-39.43306947,0,11.4245,5.023321747,-4.937191763
-29.49318381,0,11.4739,23.4524566,51.08698286
13.77685256,0,11.5253,-18.43383445,-2.795978603
20.51492918,0,11.5766,5.629865237,14.51949277
19.6244169,0,11.6239,43.82792459,9.565553065
24.46005973,0,11.6736,20.72525704,51.34355933
-1.60093197,0,11.7245,-6.993353364,65.18053135
50.40754955,0,11.7739,62.57703346,-3.252192976
106.4133734,0,11.8236,61.57626108,78.3675409
224.5284454,0,11.8745,151.581839,82.00961242
1504.075333,1,11.9239,1500.245095,222.6519709
876.8426936,1,11.9736,932.4506038,245.8408261
-1379.811258,0,12.0245,-1291.164021,-214.3564432
-1468.513105,0,12.0791,-1405.292881,-445.7486773
-678.517394,0,12.123,-712.6959225,-332.5737508
-104.6133356,0,12.173,-116.1345209,-131.2439016
134.8577097,0,12.2242,156.5476231,113.8010614
212.0942855,0,12.2748,138.8475371,152.0835501
178.3088219,0,12.323,155.734123,74.04893401
60.29196059,0,12.3742,28.00447832,-17.97004033
-21.57591223,0,12.428,-64.73041152,-74.03625618
76.21958809,0,12.473,38.23830352,41.54006345
105.4265411,0,12.5242,71.91664699,94.54567804
31.05635642,0,12.5748,24.35474472,8.926932331
61.16832117,0,12.623,26.22441609,-23.55978086
30.98410902,0,12.6742,24.03560022,49.41045084
-91.12828893,0,12.7248,-78.2011084,-24.75600274
-100.1441265,0,12.773,-22.92454065,-89.49493014
-8.65737903,0,12.8242,113.4593642,79.11418525
79.73942376,0,12.8748,172.3319443,129.9104639
27.3129942,0,12.923,63.79946484,-9.896748655
0.58258229,0,12.9742,-17.59599721,-121.8726968
80.27565533,0,13.0248,126.3973253,-59.29918164
84.68896331,0,13.0732,92.71047307,29.53157962
15.28395043,0,13.1239,-31.19125189,18.38732791
-15.14795002,0,13.1736,-15.97454155,76.59607132
-46.6113819,0,13.2245,-48.49579855,23.72488689
-104.7646755,0,13.2741,-70.93502075,-125.4821845
-54.32154504,0,13.3236,-7.395125935,-8.435470243
89.13618972,0,13.3745,86.84296052,124.0437939
35.86906663,0,13.4239,32.08686797,28.24466241
-3.997247715,0,13.4736,-8.367793685,-40.97412591
107.0372591,0,13.5282,87.05090479,26.51500732
43.85935489,0,13.574,87.77257131,29.09813741
-64.6391487,0,13.6236,-2.981901024,-7.07391739
-67.68999086,0,13.6745,-35.85142613,16.33713557
-32.80531658,0,13.7239,-39.52847908,-24.6407284
-18.95681146,0,13.7768,-31.26195991,-45.10553077
-87.09824591,0,13.8245,-34.52359289,-78.04714621
19.92996475,0,13.8777,-0.076289478,-68.47102646
48.30428878,0,13.9236,-7.388173295,-44.19522093
-41.97187032,0,13.9745,-52.46781571,-42.8114877
16.0516652,0,14.0239,-25.56280008,24.41599306
-5.305126305,0,14.0736,-6.942789958,66.13403962
-1.92860672,0,14.123,21.13686591,-15.56354267
82.68493298,0,14.1742,89.50863752,-7.126933517
132.6232249,0,14.2248,84.28154646,121.6334177
41.27744035,0,14.2762,9.889056458,85.25158361
82.51559145,0,14.328,85.8280721,39.43541605
1059.10384,1,14.3748,1012.988891,106.2426136
1724.990544,1,14.423,1683.73473,305.7730321
-385.591709,0,14.4744,-380.1529199,53.28815816
-1922.935479,0,14.5248,-1805.722038,-285.798681
-1046.381833,0,14.573,-955.5413597,-195.6762419
-406.2731302,0,14.627,-448.9827809,-190.1866568
-67.7434901,0,14.6752,-123.7757291,-125.2709483
91.80724834,0,14.723,113.4730037,-22.20606012
4.124196015,0,14.7742,30.67342854,-18.54864976
-76.18643867,0,14.8248,-82.50683954,-37.05455456
43.9059083,0,14.873,19.00181199,11.27085301
70.44997543,0,14.9242,56.67790055,11.82441943
-33.69781047,0,14.9748,-19.71042597,-23.38721159
-4.56626678,0,15.023,-8.303001112,43.27664237
-136.5601605,0,15.0741,-86.31483975,26.02589767
-148.6520628,0,15.1236,-88.91394892,29.1709657
-27.50467773,0,15.1795,-7.065988635,36.39171393
-88.76078475,0,15.2237,-11.52512745,5.811799685
-109.4966548,0,15.2736,-33.11293012,8.249138158
-38.27194056,0,15.3245,12.89136498,12.94941278
-51.01510375,0,15.3739,12.06853713,-45.09038386
-29.06941074,0,15.4236,37.71504052,-37.86343122
10.62758572,0,15.4745,71.48299124,29.564149
-1.321504575,0,15.5239,45.60470122,31.40187599
-57.36794098,0,15.5736,9.467063619,19.46816903
17.48510785,0,15.6245,12.95017399,-29.04716561
5.14711855,0,15.6777,-4.961654688,-93.32402753
-58.40826437,0,15.7253,-101.3915269,-64.55303477
34.13668056,0,15.7766,23.53227456,28.94764316
54.51529231,0,15.8239,131.4875475,52.10454037
101.2615563,0,15.8736,111.6405073,36.18253772
70.44034075,0,15.9293,69.53649142,-41.14173476
127.2062589,0,15.9737,97.59713391,16.53617298
217.6252519,0,16.0236,114.0700124,62.97328134
50.38742685,0,16.073,33.57564121,-13.16131524
40.9796962,0,16.1242,42.64354859,-45.94981866
174.6632721,0,16.1748,100.3569035,-5.896984198
187.5669938,0,16.223,123.404478,80.55076415
146.9320152,0,16.2742,112.7078843,84.57183479
-56.65722575,0,16.3286,-25.25482288,-28.33198471
-69.98276631,0,16.373,-34.31926969,8.55161995
144.4978328,0,16.4242,104.3985387,105.7739614
169.8048859,0,16.4798,121.1483547,-7.506386237
131.4336836,0,16.5226,85.81746876,-53.07093123
149.5803599,0,16.5742,108.3296752,27.23427471
148.8851085,0,16.6248,132.0238553,63.18229294
13.97913305,0,16.673,22.05070017,29.55873347
-113.9447996,0,16.7242,-100.967088,-55.36080256
57.4416587,0,16.7748,9.267585325,-24.52248208
331.5383353,0,16.823,237.9414024,81.7981533
176.2613357,0,16.8788,177.3311234,25.50812155
1180.045749,1,16.9248,1112.488487,131.9503002
2166.094348,1,16.973,2041.315411,462.5179587
-241.8125495,0,17.0242,-138.5046514,103.1106039
-2275.421634,0,17.0735,-2113.911564,-401.2926629
-1661.81282,0,17.1245,-1532.316645,-340.3404031
-762.9237014,0,17.1739,-723.1326437,-206.8231837
-82.29909775,0,17.2236,-142.4376839,-54.40231633
196.7769419,0,17.2745,153.5893019,-47.55778648
136.9936955,0,17.3239,99.80640228,-57.8173615
91.77218437,0,17.3736,29.94842634,-8.465105589
136.0275934,0,17.4295,80.08159002,69.23901347
151.18795,0,17.4737,100.0792656,67.4614525
71.32262421,0,17.5236,58.28811743,-21.38648054
43.99069174,0,17.5745,33.68352915,-5.939323254
159.3613127,0,17.6239,135.3901353,123.1580722
104.426456,0,17.6736,118.2202113,67.27883948
-23.90655717,0,17.7245,-3.429195294,-71.90250197
15.20163477,0,17.7739,-61.45734423,-41.75959095
-70.68248585,0,17.8236,-85.39039844,-23.02024222
-131.3988575,0,17.8745,-50.46060482,18.36081634
-144.4427197,0,17.9239,-107.6567154,100.4519137
-94.24173139,0,17.9736,-79.49084652,6.952374787
99.63285546,0,18.0293,28.41540549,-87.64435634
161.2213853,0,18.0725,65.0958301,-78.54404114
36.39559028,0,18.1248,7.747227732,-17.88585112
15.82124818,0,18.173,-6.984260284,34.58481474
17.75264547,0,18.2242,16.82410966,12.38593939
99.69993282,0,18.278,68.7212722,25.9584406
158.896467,0,18.323,80.77547309,-23.99814332
-53.83283086,0,18.3742,-89.69627702,-44.73900252
-75.18359432,0,18.4248,-71.60962586,50.74816837
60.10824602,0,18.473,98.91237375,105.9263225
-3.83511954,0,18.528,30.49015334,16.47091162
-78.6912183,0,18.5748,-63.17239873,20.71910583
-10.16174618,0,18.6232,-59.04021253,33.5325543
28.2010132,0,18.677,-5.836642089,-19.77530268
-52.51079724,0,18.7252,-2.231466909,6.080827532
-21.14451422,0,18.773,40.41369643,10.39580156
-33.16019627,0,18.8242,8.902776178,-39.12760179
-139.9684918,0,18.8748,-100.5251984,-119.7380841
23.32854045,0,18.923,50.916586,-59.80363662
10.2715678,0,18.9742,98.65449188,-4.187094012
-48.60626706,0,19.0248,-27.88580803,-4.620954905
115.9755105,0,19.0732,78.18990372,19.35241858
41.59004187,0,19.1239,37.07471098,-16.0519117
-78.49148802,0,19.1806,-115.5913561,1.872887751
-128.9876415,0,19.2271,-126.4032,-8.802011122
-64.43760567,0,19.2737,-128.065502,33.49497127
56.14686774,0,19.3236,-8.20853668,68.88756974
-23.4316842,0,19.3745,-31.22589009,-9.292270348
-153.2644939,0,19.4239,-98.37492477,-101.4591552
-74.94665052,0,19.4736,22.28894174,10.65831164
35.8162239,0,19.5245,86.77385639,72.33372187
49.91444881,0,19.5739,42.63493053,24.64890465
98.92170919,0,19.6266,37.86942364,12.95255713
177.7931324,0,19.6747,96.31334205,2.112519182
489.9706528,0,19.7274,429.2383219,18.07973245
2197.702329,1,19.7739,2141.951302,275.3691969
1347.693537,1,19.8245,1217.987002,296.6387179
-1714.465377,0,19.8777,-1634.051439,-154.2088383
-2028.048885,0,19.9238,-1802.924051,-389.2108954
-1043.426659,0,19.9745,-985.2369119,-261.2751824
-368.2487511,0,20.0239,-335.1231453,-137.980139
107.5698892,0,20.0737,86.60363184,3.787361764
292.3507263,0,20.1229,207.2042507,128.3869912
117.093022,0,20.1806,162.0992396,70.12462673
45.39909257,0,20.2232,132.949695,7.447376831
24.26433056,0,20.273,50.66201305,19.58807358
-44.47807318,0,20.3242,-108.1569615,52.03283369
49.15843115,0,20.3748,-27.86579445,52.86988921
99.87521705,0,20.423,100.2685746,52.92298364
40.42250905,0,20.4744,-6.331580508,42.64047812
75.14101605,0,20.5248,28.36987601,46.34359407
-34.83784864,0,20.573,0.516061374,-92.52135633
-58.56479172,0,20.6242,-48.96605866,-183.8917564
43.54858597,0,20.6748,-3.288157381,-75.80171752
124.4358972,0,20.723,97.63840909,71.42514632
128.6708192,0,20.7742,131.7031376,54.47956147
30.05729747,0,20.8248,110.4300709,15.69707075
-50.77640257,0,20.873,17.28369104,42.68085889
2.31846495,0,20.9242,16.79276813,60.51371955
4.93735753,0,20.975,0.539539616,20.58761278
20.55143164,0,21.023,-44.78822852,0.215729167
63.71688049,0,21.0742,49.31243762,65.92214725
-28.15229074,0,21.1235,28.23877214,92.24871771
-64.58801552,0,21.1745,-46.421551,-39.78214095
53.96937012,0,21.2239,60.41070007,-47.32368217
32.94593246,0,21.2736,16.19855925,-7.374968613
-6.904186645,0,21.3245,-28.97242422,-15.46465688
14.9804302,0,21.3739,18.22446297,16.43048407
-27.03635458,0,21.4238,-51.26596971,-29.72353066
-45.15923469,0,21.4777,11.04565399,-28.76045609
1.37050622,0,21.5239,9.683639565,-101.8464312
35.32371055,0,21.5736,-9.472130662,-107.147682
-79.35426348,0,21.6245,-69.74198357,-16.58881446
-86.47764115,0,21.6741,-92.53989919,47.71011089
77.84136485,0,21.7237,51.78887432,29.64715416
83.1609213,0,21.7796,73.26356326,18.90810385
15.68133529,0,21.8253,40.59393636,90.93576392
46.55698247,0,21.8766,54.89093622,70.69515806
26.20833949,0,21.9245,-8.377954916,25.14495751
-19.65476579,0,21.9739,-18.24754284,18.4972955
-25.62902527,0,22.0276,21.22919278,29.44822782
207.5703415,0,22.0745,191.3346914,47.60675123
1260.726899,1,22.1227,1186.889825,166.8356487
1364.952803,1,22.175,1276.513063,281.6516555
-672.119922,0,22.223,-608.4537194,-1.09105599
-1721.886974,0,22.2742,-1527.838154,-295.1389384
-1037.713888,0,22.3248,-991.3167248,-280.1694722
-356.1177566,0,22.3732,-364.8581142,-203.1207938
7.153957355,0,22.4242,41.67425289,-45.68433543
85.16504238,0,22.4748,51.9161435,8.151724903
82.23704945,0,22.523,53.80431057,13.04409131
103.8391553,0,22.5742,64.27642492,42.12473799
16.5854402,0,22.6284,14.1123094,-31.52437055
31.17485715,0,22.6732,72.3761868,1.818471464
102.073166,0,22.7242,107.4072736,52.43004561
0.49159132,0,22.7748,40.7196947,58.22094489
16.70455617,0,22.823,-3.339229691,110.6407937
27.70244114,0,22.8742,4.559781142,-11.52800689
-16.91557977,0,22.9248,-35.71893523,-82.25195414
47.63771153,0,22.973,20.67726996,-12.41584179
133.5677478,0,23.0242,126.205217,46.56889892
40.1377475,0,23.0748,38.31263609,1.662159989
-43.09433071,0,23.1232,18.86717714,14.83617339
35.55452579,0,23.1739,36.23444208,31.60585069
26.23987327,0,23.2236,-14.66091049,-47.56886138
-50.96797314,0,23.2745,-63.69003673,-81.81396282
19.86777734,0,23.3239,-20.58104776,-42.31936703
85.244277,0,23.3736,65.76146441,20.3726115
69.8696778,0,23.4245,56.13184415,-7.438719844
23.85473035,0,23.4739,3.824058023,-28.10784354
-52.02603395,0,23.5274,-10.31572256,-9.9991332
-15.83195425,0,23.5793,15.57757922,-13.85289701
-14.81377772,0,23.6237,-7.82260769,9.705240128
-48.77904112,0,23.6738,-57.41118897,21.23066682
-88.00069486,0,23.7259,-93.25794834,-11.4518455
-105.856895,0,23.7757,-91.86010614,28.29992681
-51.31168292,0,23.8236,-36.34288551,-4.219264143
11.70075798,0,23.8745,39.60306461,-18.06885377
78.59278705,0,23.9239,74.51050096,93.28127703
74.66940628,0,23.9736,75.52834008,70.49410919
78.32791478,0,24.0245,59.69035936,7.415929325
18.3810739,0,24.0739,0.167582662,-14.71156015
-60.74355161,0,24.1236,-28.74093961,-104.0262767
-21.20355987,0,24.173,-28.1179946,-110.5935241
35.79923299,0,24.227,44.28874225,11.31931826
-9.30389905,0,24.2786,28.342985,40.3646681
7.06641315,0,24.3246,20.08970512,4.314617461
70.91817303,0,24.3742,38.04676144,17.49333881
11.73150862,0,24.4248,-23.21002112,7.734150444
17.93631597,0,24.473,-1.625320194,0.325773705
77.35960433,0,24.527,71.76826902,50.9424542
73.9828897,0,24.5752,40.37184782,36.52175368
489.1913656,0,24.623,442.4711387,126.9136129
1694.043892,1,24.6742,1662.410553,398.7278067
175.9999985,0,24.725,215.1457226,98.03523056
-1823.419148,0,24.773,-1727.158356,-275.7586992
-1193.892341,0,24.8242,-1128.738825,-220.7875188
-462.2683567,0,24.8748,-448.5387316,-138.6298621
-25.76186482,0,24.9234,-73.07714466,-88.76878297
46.11563218,0,24.9742,1.290509827,-156.8164406
48.35471213,0,25.0248,9.842379865,-92.21918661
80.69172896,0,25.073,58.54641799,-12.8723054
144.839392,0,25.1286,134.0192035,-30.06367736
160.0749247,0,25.1723,170.7465122,58.14818608
175.175734,0,25.2245,193.5685555,109.3073297
99.53145673,0,25.2739,109.5015077,54.53448397
17.21672849,0,25.3237,27.81501817,-0.918492575
60.68982755,0,25.3746,100.9447588,49.49635331
-13.02749701,0,25.4277,-16.69607919,44.37042775
-14.66980141,0,25.4738,-64.19679939,24.08538992
60.7689113,0,25.5245,37.03007267,61.67602279
-12.29233338,0,25.5739,10.46052167,57.55825192
-33.79699265,0,25.6236,-4.451769794,36.1662951
6.63610392,0,25.6745,-1.20001422,53.53667719
-70.51944241,0,25.7241,-48.37790408,-9.817211918
-96.58298149,0,25.7736,-59.22642239,-62.2327673
71.84514952,0,25.8277,63.80221315,-20.8900495
82.02264186,0,25.8755,121.6451291,-28.86237765
41.49410776,0,25.9266,46.94320325,-73.11503538
70.15339106,0,25.9795,-15.97566026,-27.02603294
9.742588505,0,26.0237,-86.3204857,-4.8781619
61.41948955,0,26.0737,5.325660405,3.515566964
110.549971,0,26.1231,113.004944,35.77409139
6.98198773,0,26.1742,-2.841509325,-23.83714767
-103.9677127,0,26.2248,-71.55162018,34.3342133
-111.0784585,0,26.273,-8.659220736,26.70743391
83.69269289,0,26.3242,115.5651168,14.13263761
111.3100726,0,26.3748,95.44572762,33.66572237
-60.65325038,0,26.423,-43.25936819,9.92171292
-31.36784568,0,26.4788,-54.24802762,14.45692138
-1.157541355,0,26.5248,20.62591525,60.30395327
-143.1808137,0,26.573,-70.2488674,8.294602741
-239.7494427,0,26.6244,-203.6724467,-84.78170975
-107.6525502,0,26.6748,-138.0363802,-68.30916518
369.6486995,0,26.723,279.038997,12.61075483
1724.001932,1,26.7742,1555.596684,240.6585614
856.460511,1,26.828,811.8734395,183.8947184
-1529.211364,0,26.8744,-1336.609678,-229.5745268
-1654.775237,0,26.9242,-1475.733679,-344.6521063
-1087.429198,0,26.9748,-932.1745661,-219.2242465
-555.346225,0,27.023,-455.8769685,-128.8522893
-141.2513148,0,27.084,-86.70611502,-9.382072118
4.44051292,0,27.1217,87.83957497,101.9748257
60.01991366,0,27.1745,132.3615054,114.5293036
-15.81526049,0,27.2239,78.6537516,-13.83444065
-29.27486779,0,27.2736,64.48086033,-13.31078341
-53.41251905,0,27.3293,12.34113083,45.21321749
-70.33995217,0,27.3753,-39.66941283,4.027050873
54.40912309,0,27.4266,66.45820866,-47.09701872
114.5753032,0,27.4745,150.6484351,20.56998457
122.2291005,0,27.5239,93.44363163,-23.11524854
117.6046216,0,27.5736,57.98286621,-94.84146148
60.04929184,0,27.6245,-7.505305172,-66.25617736
227.6514464,0,27.6741,114.6621834,-21.366162
278.5088597,0,27.7306,203.4556301,48.49148273
95.10568337,0,27.7725,110.3043313,23.58492031
71.17857542,0,27.8241,110.7561852,48.05007599
113.6548624,0,27.8736,97.88255933,62.17024782
136.4686825,0,27.9245,88.36317496,45.6969708
144.8483381,0,27.9777,86.0919046,40.23744332
-17.0452429,0,28.0236,-22.37062089,31.24299204
-86.85720147,0,28.0747,-101.011167,-18.49147496
166.8905324,0,28.1302,64.60193412,26.11705351
137.6830073,0,28.175,77.68424404,76.45820238
67.16407076,0,28.2232,56.14901977,31.63807839
218.2917256,0,28.2742,160.5337938,61.18097086
134.0091574,0,28.3248,39.06754851,-1.239862109
65.37576511,0,28.3732,-3.516411927,-21.70358787
102.378337,0,28.4242,95.14562454,-9.432500465
157.4766989,0,28.4748,123.9636699,-72.82557796
191.3241722,0,28.523,68.2325959,-56.99233774
87.5712314,0,28.5744,2.483178463,-23.49402145
50.01987307,0,28.6248,20.34937482,30.88305033
57.50967121,0,28.6802,107.4196371,98.69358604
-60.56770707,0,28.7216,70.6490394,15.11840852
-79.10087147,0,28.7748,-48.25061246,-69.22511153
148.5803082,0,28.823,138.8475576,83.13640507
128.9579301,0,28.8742,93.66657619,50.86868825
53.44361172,0,28.925,33.81087697,3.847481873
-19.78835155,0,28.973,53.68533594,40.04833464
-42.7215609,0,29.0242,18.89841819,45.2253284
63.36267616,0,29.078,53.84029353,84.43380617
46.06243598,0,29.1232,-9.279691222,60.11363721
-159.4242153,0,29.1741,-121.2487043,-44.64567867
-171.7510826,0,29.2236,-126.9375926,-81.88482962
53.1948657,0,29.2759,-32.14064587,14.26391927
23.21744636,0,29.3259,-57.52438272,-31.41825088
30.77570405,0,29.3737,-1.902503992,-108.520197
108.4479581,0,29.4248,53.04799802,-22.71009833
465.6779438,0,29.4739,392.8540257,56.29539695
1945.239523,1,29.5306,1784.843028,452.5654354
565.130823,0,29.5725,559.8033099,288.4185263
-1920.095681,0,29.6271,-1690.778628,-355.3036613
-1185.168529,0,29.6736,-1078.631483,-244.6772615
-429.3706659,0,29.7245,-391.0485195,-133.3934681
-121.2931371,0,29.7775,-112.6229291,-69.46597008
72.32192826,0,29.824,28.43498563,46.54055627
52.00482408,0,29.8745,20.46910055,22.35787817
83.66149245,0,29.9241,95.17272261,102.2583561
55.57284548,0,29.9736,92.08360397,57.32355026
21.59854824,0,30.0247,18.04215324,-63.53758001
-23.11858287,0,30.0739,-40.61495225,15.54532337
53.7812037,0,30.1237,17.38770019,0.832772554
46.96939682,0,30.1729,35.3696178,-47.40038974
68.13129332,0,30.2242,31.51205333,-71.58095965
69.85904914,0,30.2748,40.94075263,-30.12006068
-16.77502476,0,30.323,7.057882885,40.99211254
-45.47930455,0,30.3742,9.286799722,1.869385162
-35.55458775,0,30.4284,68.16883237,7.743232818
-11.47013672,0,30.4732,12.9586928,-50.69578125
-19.65209853,0,30.5244,-63.68514648,-56.96604663
101.8787904,0,30.5748,76.44731105,62.93754591
-11.1102657,0,30.6264,5.36105333,86.882475
-161.5800367,0,30.675,-137.1529927,23.23535996
3.6333146,0,30.725,-11.29184958,42.33192542
34.50058531,0,30.773,70.31791276,95.88387565
32.99236921,0,30.8242,71.72935345,92.21160001
153.9346076,0,30.8784,84.03516231,39.48890504
74.97766268,0,30.9248,43.3277475,15.36754727
14.14465998,0,30.9744,28.97296883,-39.70047219
-8.94561803,0,31.0248,-5.175048865,-110.6502387
-45.74555968,0,31.0732,-67.70007454,-156.4991958
